name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T00:00:00,17.3,17.3,13.1,76.08,0,0,,0,0,7.9,6.2,259,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T01:00:00,16.7,16.7,13.2,79.66,0,0,,0,0,7.9,5.5,218,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T02:00:00,15.8,15.8,12.7,81.87,0,0,,0,0,7.2,6.5,233,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T03:00:00,14.9,14.9,12,82.56,0,0,,0,0,7.6,6.7,216,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T04:00:00,13.9,13.9,11.8,86.79,0,0,,0,0,7.9,7.7,209,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T05:00:00,12.9,12.9,11.3,90.28,0,0,,0,0,7.6,6.8,210,1025.1,100,10,0,0,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T06:00:00,13.4,13.4,11.2,86.76,0,0,,0,0,7.2,5.8,202,1025.1,100,10,14,0.1,0,10,Overcast,cloudy,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T07:00:00,14.4,14.4,12.5,88.12,0,0,,0,0,7.6,8.7,209,1025.1,0,10,127,0.5,1,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T08:00:00,16.4,16.4,13.1,81.03,0,0,,0,0,12.6,7.8,221,1025.1,0,10,260,0.9,3,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T09:00:00,18.1,18.1,12.6,69.98,0,0,,0,0,17.3,8.6,247,1025.8,0,10,413,1.5,4,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T10:00:00,19.7,19.7,12.9,64.67,0,0,,0,0,19.8,7.5,237,1025.8,0,10,498,1.8,5,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T11:00:00,21.3,21.3,11.5,53.47,0,0,,0,0,20.2,8,236,1025.1,0,10,534,1.9,5,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T12:00:00,23.2,23.2,12.6,51.1,0,0,,0,0,19.1,8.5,240,1025.1,10.2,10,719,2.6,7,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T13:00:00,23.6,23.6,11.8,47.75,0,0,,0,0,18.7,8.2,235,1024.8,14.3,10,826,3,8,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T14:00:00,24.6,24.6,11.6,44.15,0,0,,0,0,17.6,9.9,252,1024.1,12.6,10,801,2.9,8,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T15:00:00,25.3,25.3,10.7,39.88,0,0,,0,0,16.9,4.7,272,1023.8,17.5,10,822,3,8,10,Clear,clear-day,"EBCV,EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T16:00:00,25.9,25.9,10.2,37.28,0,0,,0,0,15.1,3.8,264.3,1023.6,23.6,10,793,2.9,8,10,Partially cloudy,partly-cloudy-day,"EBCI,EBAW,LFQQ,AT575,EBBR"
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T17:00:00,26.1,26.1,14.8,49.77,0,0,,0,0,12.6,4.7,281.5,1023,22.7,24.1,732,2.6,7,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T18:00:00,26.2,26.2,14.6,48.84,0,0,,0,0,10.1,3.6,307.3,1022,23.7,24.1,604,2.2,6,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T19:00:00,26,26,14.5,49.1,0,0,,0,0,7.6,3.2,344.7,1022,11.6,24.1,454,1.6,5,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T20:00:00,25.4,25.4,14,49.26,0,0,,0,0,6.1,3.6,21.4,1021,3.6,24.1,295,1.1,3,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T21:00:00,23.9,23.9,15.9,60.9,0,0,,0,0,6.1,2.9,63.5,1021,0,24.1,143,0.5,1,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T22:00:00,21.5,21.5,15.7,69.55,0,0,,0,0,5.8,3.6,10,1022,0,24.1,27,0.1,0,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-24T23:00:00,19.5,19.5,16.3,81.76,0,0,,0,0,6.5,4.3,5.2,1022,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T00:00:00,18.4,18.4,16.5,88.69,0,0,,0,0,6.8,4,21.1,1021,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T01:00:00,17.8,17.8,16,89.21,0,0,,0,0,6.1,4,34.3,1021,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T02:00:00,17.1,17.1,15.5,90.31,0,0,,0,0,6.1,3.6,45.3,1020,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T03:00:00,16.4,16.4,14.8,90.26,0,0,,0,0,5.8,3.2,51.8,1020,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T04:00:00,15.7,15.7,14.2,90.79,0,0,,0,0,5,2.9,33.5,1019,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T05:00:00,15,15,13.6,91.34,0,0,,0,0,4.3,2.5,36.3,1019,0,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T06:00:00,14.7,14.7,13.2,90.73,0,0,,0,0,4,2.2,40.5,1019,0,24.1,3,0,0,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T07:00:00,15.4,15.4,13.6,89.02,0,0,,0,0,2.9,1.1,74,1019,0,24.1,67,0.2,1,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T08:00:00,17.8,17.8,15.5,86.4,0,0,,0,0,2.2,0.7,121.7,1019,0,24.1,203,0.7,2,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T09:00:00,21.1,21.1,15.4,69.92,0,0,,0,0,5.4,2.5,161.1,1018,0,24.1,360,1.3,4,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T10:00:00,23.3,23.3,15.5,61.54,0,0,,0,0,11.5,6.5,180.7,1018,0,24.1,517,1.9,5,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T11:00:00,24.9,24.9,16,57.72,0,0,,0,0,16.2,9,188,1018,0,24.1,659,2.4,7,5,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T12:00:00,26.4,26.4,16.6,54.87,0,0,,0,0,18.4,10.1,189.1,1018,0,24.1,773,2.8,8,5,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T13:00:00,28,28.6,17.3,52.22,0,0,,0,0,19.8,11.2,193.2,1017,0,24.1,851,3.1,9,3,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T14:00:00,29.3,29.5,16.5,46.02,0,0,,0,0,23,12.6,199.5,1016,0,24.1,885,3.2,9,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T15:00:00,30,29.7,15.1,40.42,0,4.8,,0,0,25.2,14,202.3,1016,12.1,24.1,875,3.2,9,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T16:00:00,30.4,29.9,14.7,38.5,0,4.8,,0,0,25.6,14.4,199.9,1015,15.5,24.1,821,3,8,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T17:00:00,30.4,29.8,14.2,37.27,0,4.8,,0,0,25.6,14.4,196.2,1015,9.1,24.1,725,2.6,7,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T18:00:00,30.2,29.5,14,37.22,0,4.8,,0,0,25.6,14,191.6,1014,0,24.1,597,2.1,6,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T19:00:00,29.6,29.2,14.6,40.05,0,4.8,,0,0,24.8,12.6,188.7,1014,0,24.1,448,1.6,4,30,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T20:00:00,28.4,28.5,15.9,46.67,0,4.8,,0,0,21.6,8.6,180.7,1013,0,24.1,289,1,3,30,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T21:00:00,26.7,26.7,15.6,50.57,0,42.9,,0,0,14.8,6.1,189.7,1013,0,24.1,140,0.5,1,30,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T22:00:00,24.3,24.3,15.6,58.32,0,42.9,,0,0,10.1,4.7,167.3,1013,0,24.1,26,0.1,0,10,Clear,clear-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-25T23:00:00,22.6,22.6,15.5,64.21,0,42.9,,0,0,7.9,5,155.5,1013,11.2,24.1,0,0,0,10,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T00:00:00,21.8,21.8,15.4,66.99,0,42.9,,0,0,7.9,5,177.7,1013,1.3,24.1,0,0,0,3,Clear,clear-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T01:00:00,21.6,21.6,15.1,66.52,0,42.9,,0,0,16.6,10.1,233.6,1013,59,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T02:00:00,20.7,20.7,15.1,70.29,0,42.9,,0,0,23.8,13.3,275,1014,71.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T03:00:00,19.6,19.6,14.2,71,0,9.5,,0,0,27.7,16.2,254.7,1014,98.4,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T04:00:00,18.3,18.3,14.4,78,0,9.5,,0,0,28.4,16.2,257.6,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T05:00:00,17.4,17.4,15,85.81,0,9.5,,0,0,28.1,15.1,256.3,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T06:00:00,16.8,16.8,14.9,88.56,0,9.5,,0,0,27.4,15.5,259.7,1016,51.5,24.1,2,0,0,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T07:00:00,16.7,16.7,14.4,86.3,0,9.5,,0,0,27.4,15.8,264,1017,40.5,24.1,57,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T08:00:00,17.2,17.2,13.9,80.94,0,9.5,,0,0,31,17.6,271.5,1017,40.7,24.1,206,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T09:00:00,17.8,17.8,14,78.44,0,0,,0,0,32.4,16.6,275.7,1018,69.5,24.1,357,1.3,4,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T10:00:00,18.3,18.3,13.8,75.03,0,0,,0,0,30.6,16.9,282.3,1019,100,24.1,494,1.8,5,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T11:00:00,19,19,13.2,69.06,0,0,,0,0,30.2,16.9,281.2,1020,100,24.1,623,2.2,6,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T12:00:00,19.6,19.6,12.8,64.81,0,0,,0,0,31.3,17.3,282.5,1020,72.5,24.1,729,2.6,7,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T13:00:00,20.7,20.7,12.4,58.98,0,0,,0,0,31,16.9,289.9,1020,100,24.1,789,2.8,8,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T14:00:00,21.3,21.3,11.9,55.01,0,0,,0,0,31.3,17.6,294.2,1021,65.2,24.1,888,3.2,9,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T15:00:00,21.8,21.8,11.3,51.27,0,0,,0,0,31.3,16.9,299.1,1021,56.9,24.1,806,2.9,8,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T16:00:00,21.8,21.8,10.2,47.66,0,0,,0,0,30.6,16.2,299.5,1021,100,24.1,697,2.5,7,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T17:00:00,21.6,21.6,8.6,43.32,0,0,,0,0,28.8,15.5,303.3,1021,100,24.1,571,2.1,6,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T18:00:00,21.3,21.3,8.3,43.24,0,0,,0,0,27.7,15.1,315.5,1021,100,24.1,516,1.9,5,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T19:00:00,20.9,20.9,8.2,44.01,0,0,,0,0,26.6,8.3,321.7,1021,100,24.1,310,1.1,3,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T20:00:00,20.7,20.7,9,47.04,0,0,,0,0,15.8,7.6,316.4,1021,100,24.1,174,0.6,2,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T21:00:00,19.6,19.6,10.4,55.31,0,0,,0,0,13.3,4,323.2,1021,100,24.1,57,0.2,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T22:00:00,18.5,18.5,10.7,60.43,0,0,,0,0,7.9,4.7,276.8,1021,100,24.1,15,0.1,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-26T23:00:00,17.2,17.2,10.8,66.02,0,0,,0,0,19.4,11.5,263.9,1022,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T00:00:00,15.9,15.9,10.9,72.19,0,0,,0,0,19.8,10.4,254.7,1022,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T01:00:00,15.2,15.2,10.8,75,0,0,,0,0,18,9.7,247.9,1022,83.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T02:00:00,14.5,14.5,10.8,78.46,0,0,,0,0,16.6,8.6,249.6,1022,99.5,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T03:00:00,14.1,14.1,11,81.6,0,0,,0,0,15.1,7.9,242.7,1022,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T04:00:00,13.5,13.5,11.2,85.97,0,0,,0,0,13.3,7.6,224.5,1021,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T05:00:00,12.9,12.9,11.3,90,0,0,,0,0,13,7.6,225.8,1021,96.9,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T06:00:00,12.7,12.7,11.4,91.79,0,0,,0,0,13,6.5,231.8,1021,100,24.1,2,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T07:00:00,13.4,13.4,11.8,90.04,0,0,,0,0,11.9,7.2,228.5,1021,100,24.1,49,0.2,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T08:00:00,15.1,15.1,12.5,84.46,0,0,,0,0,16.6,9.4,241,1022,48.2,24.1,149,0.5,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T09:00:00,16.9,16.9,13,77.79,0,0,,0,0,19.1,10.8,244.5,1021,82.5,24.1,332,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T10:00:00,18.3,18.3,13.5,73.58,0,0,,0,0,19.8,11.2,244.3,1021,82.1,24.1,435,1.6,4,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T11:00:00,19.1,19.1,13.8,71.37,0,0,,0,0,21.6,11.9,243.9,1021,95.6,24.1,570,2.1,6,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T12:00:00,19.7,19.7,13.3,66.55,0,0,,0,0,25.2,14,250.1,1021,98.4,24.1,670,2.4,7,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T13:00:00,20,20,12.3,61.18,0,0,,0,0,27,15.1,267.5,1021,98.1,24.1,770,2.8,8,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T14:00:00,20.9,20.9,11.9,56.37,0,0,,0,0,28.4,15.8,284.3,1021,100,24.1,871,3.1,9,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T15:00:00,20.9,20.9,12,56.51,0,4.8,,0,0,27.7,15.2,285.3,1020.7,99.8,24.1,632,2.3,6,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T16:00:00,21,21,12.1,56.66,0,4.8,,0,0,27,14.6,286.2,1020.3,99.6,24.1,186,0.7,2,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T17:00:00,21.1,21.1,12.2,56.8,0,4.8,,0,0,26.3,14,287.2,1020,99.4,24.1,136,0.5,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T18:00:00,20.9,20.9,12.1,57.37,0,4.8,,0,0,24,13.1,285.4,1019.7,96.8,24.1,175,0.6,2,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T19:00:00,20.7,20.7,12.1,57.96,0,4.8,,0,0,21.7,12.1,283.7,1019.3,94.3,24.1,250,0.9,3,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T20:00:00,20.5,20.5,12.1,58.55,0,4.8,,0,0,19.4,11.2,281.9,1019,91.7,24.1,164,0.6,2,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T21:00:00,19.4,19.4,11.9,61.99,0,0,,0,0,16.9,9.5,271.7,1019,94.5,24.1,87,0.3,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T22:00:00,18.3,18.3,11.7,65.68,0,0,,0,0,14.4,7.8,261.6,1019,97.2,24.1,24,0.1,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-27T23:00:00,17.2,17.2,11.6,69.62,0,0,,0,0,11.9,6.1,251.4,1019,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T00:00:00,16.6,16.6,11.9,73.93,0,0,,0,0,12.5,6.7,243.6,1019,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T01:00:00,16,16,12.3,78.52,0,0,,0,0,13.1,7.3,235.7,1019,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T02:00:00,15.5,15.5,12.7,83.4,0,0,,0,0,13.7,7.9,227.9,1019,100,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T03:00:00,15,15,12.7,85.95,0,4.8,,0,0,14.4,8.4,223.7,1018.7,98.2,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T04:00:00,14.6,14.6,12.7,88.57,0,4.8,,0,0,15.1,8.9,219.4,1018.3,96.5,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T05:00:00,14.2,14.2,12.8,91.29,0,4.8,,0,0,15.8,9.4,215.2,1018,94.7,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T06:00:00,14.7,14.7,13.1,90.14,0,4.8,,0,0,18.1,10.6,218.3,1018,88.3,24.1,2,0,0,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T07:00:00,15.2,15.2,13.4,89.01,0,4.8,,0,0,20.4,11.8,221.5,1018,81.9,24.1,62,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T08:00:00,15.7,15.7,13.7,87.9,0,4.8,,0,0,22.7,13,224.6,1018,75.5,24.1,182,0.7,2,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T09:00:00,17,17,14.2,83.59,0,9.5,,0,0,24.4,13.4,230.5,1018,83.4,24.1,330,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T10:00:00,18.4,18.4,14.8,79.55,0,9.5,,0,0,26,13.9,236.4,1018,91.3,24.1,331,1.2,3,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T11:00:00,19.8,19.8,15.4,75.76,0,9.5,,0,0,27.7,14.4,242.3,1018,99.2,24.1,633,2.3,6,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T12:00:00,20.8,20.8,15.4,71.22,0,9.5,,0,0,27.7,14.6,241.4,1017.7,95.3,24.1,751,2.7,8,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T13:00:00,21.8,21.8,15.4,66.99,0,9.5,,0,0,27.7,14.9,240.4,1017.3,91.3,24.1,763,2.7,8,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T14:00:00,22.8,22.8,15.4,63.03,0,9.5,,0,0,27.7,15.1,239.5,1017,87.4,24.1,782,2.8,8,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T15:00:00,23.2,23.2,15.3,61.26,0,19,,0,0,27.6,15.1,244.5,1017,89.9,24.1,750,2.7,8,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T16:00:00,23.6,23.6,15.2,59.54,0,19,,0,0,27.5,15.1,249.5,1017,92.3,24.1,500,1.8,5,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T17:00:00,24,24,15.2,57.88,0,19,,0,0,27.4,15.1,254.5,1017,94.8,24.1,140,0.5,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T18:00:00,23.4,23.4,15.4,60.79,0,19,,0,0,26.3,14.5,262.5,1017,92.5,24.1,143,0.5,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T19:00:00,22.8,22.8,15.6,63.86,0,19,,0,0,25.2,13.9,270.5,1017,90.2,24.1,92,0.3,1,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T20:00:00,22.3,22.3,15.9,67.09,0,19,,0,0,24.1,13.3,278.5,1017,87.9,24.1,61,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T21:00:00,21.2,21.2,15.8,71.45,0,9.5,,0,0,19.3,10.4,264.3,1017,79.9,24.1,67,0.2,1,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T22:00:00,20.1,20.1,15.7,76.13,0,9.5,,0,0,14.5,7.6,250,1017,72,24.1,23,0.1,0,10,Partially cloudy,partly-cloudy-day,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-28T23:00:00,19,19,15.7,81.17,0,9.5,,0,0,9.7,4.7,235.8,1017,64,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T00:00:00,18.7,18.7,15.6,82.19,0,9.5,,0,0,10.2,5.3,235.5,1017,74.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T01:00:00,18.5,18.5,15.6,83.22,0,9.5,,0,0,10.7,5.9,235.2,1017,84.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T02:00:00,18.3,18.3,15.6,84.27,0,9.5,,0,0,11.2,6.5,234.9,1017,94.8,24.1,0,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T03:00:00,17.9,17.9,15.7,86.97,0,9.5,,0,0,11.8,6.8,235.1,1016.7,96,24.1,0,0,0,3,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T04:00:00,17.6,17.6,15.9,89.77,0,9.5,,0,0,12.4,7.2,235.3,1016.3,97.3,24.1,0,0,0,3,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T05:00:00,17.3,17.3,16.1,92.66,0,9.5,,0,0,13,7.6,235.5,1016,98.5,24.1,0,0,0,3,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T06:00:00,18.5,18.5,14.2,76.04,0,9.5,,0,0,22,8.6,220.6,1010,100,24.1,1,0,0,10,Overcast,cloudy,
"Lierde, Vlaanderen, BelgiÃ«",2023-06-29T07:00:00,17.7,17.7,14.9,83.66,0.1,9.5,rain,0,0,19.8,11.5,261.2,1011,100,24.1,12,0,0,10,Overcast,cloudy,
